Auswertung;TabZeileNeu;TabZeile;aktJahr;Schuljahr;Stichdatum;GdeNr;GemeindeGde;Gemeinde;VerwaltungskreisNr;Verwaltungskreis;SchuleNr;Schule;TrägerNr;Träger;USpracheNr;Unterrichtssprache;BildungsstufeNr;Bildungsstufe;SchultypNr;Schultyp;Anzahl_Schueler;Anzahl_Frauen;Anzahl_Ausl;Anzahl_Fremdspr;Bezeichungen_fr;GemeindeGde_fr;Gemeinde_fr;Verwaltungskreis_fr;Schule_fr;Traeger_fr;Unterrichtssprache_fr;Bildungsstufe_fr;Schultyp_fr
1;42;1;2012;2012/13;15.09.2012;731;Gemeinde Aegerten;Aegerten;242;Verwaltungskreis Biel/Bienne;2663;Kindergarten+Primarschule Aegerten;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;33;16;1;13;franz. Bezeichnungen:;Commune d'Aegerten;Aegerten;Arrondissement administratif Biel/Bienne;Kindergarten+Primarschule Aegerten;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;731;Gemeinde Aegerten;Aegerten;242;Verwaltungskreis Biel/Bienne;2663;Kindergarten+Primarschule Aegerten;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;82;35;14;29;franz. Bezeichnungen:;Commune d'Aegerten;Aegerten;Arrondissement administratif Biel/Bienne;Kindergarten+Primarschule Aegerten;École publique;allemand;Degré primaire;Classes régulières degré primaire
4;31;4;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;10562;Total Gemeinde Aeschi bei Spiez nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;256;122;3;7;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Total commune d'Aeschi bei Spiez selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;10562;Total Gemeinde Aeschi bei Spiez nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;39;18;1;1;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Total commune d'Aeschi bei Spiez selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;10562;Total Gemeinde Aeschi bei Spiez nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;115;49;2;3;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Total commune d'Aeschi bei Spiez selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;10562;Total Gemeinde Aeschi bei Spiez nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;102;55;0;3;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Total commune d'Aeschi bei Spiez selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;957;Kindergarten Aeschi;22;Öffentliche Schule;;-;10000;Total Schule;;-;39;18;1;1;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Kindergarten Aeschi;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;957;Kindergarten Aeschi;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;39;18;1;1;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Kindergarten Aeschi;École publique;allemand;Degré préscolaire;Degré préscolaire
2;41;2;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;54;Primarschule Aeschi;22;Öffentliche Schule;;-;10000;Total Schule;;-;93;39;2;3;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Primarschule Aeschi;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;54;Primarschule Aeschi;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;93;39;2;3;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Primarschule Aeschi;École publique;allemand;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;55;Primarschule Aeschiried;22;Öffentliche Schule;;-;10000;Total Schule;;-;22;10;0;0;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Primarschule Aeschiried;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;55;Primarschule Aeschiried;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;22;10;0;0;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Primarschule Aeschiried;École publique;allemand;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;815;Oberstufenschule Aeschi;22;Öffentliche Schule;;-;10000;Total Schule;;-;102;55;0;3;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Oberstufenschule Aeschi;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;815;Oberstufenschule Aeschi;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;42;21;0;2;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Oberstufenschule Aeschi;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;562;Gemeinde Aeschi bei Spiez;Aeschi bei Spiez;249;Verwaltungskreis Frutigen-Niedersimmental;815;Oberstufenschule Aeschi;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;60;34;0;1;franz. Bezeichnungen:;Commune d'Aeschi bei Spiez;Aeschi bei Spiez;Arrondissement administratif Frutigen et Bas-Simmental;Oberstufenschule Aeschi;École publique;allemand;Degré secondaire I;Classes secondaires (sections m et p)
4;31;4;2012;2012/13;15.09.2012;951;Gemeinde Affoltern im Emmental;Affoltern im Emmental;245;Verwaltungskreis Emmental;10951;Total Gemeinde Affoltern im Emmental nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;92;41;5;4;franz. Bezeichnungen:;Commune d'Affoltern im Emmental;Affoltern im Emmental;Arrondissement administratif Emmental;Total commune d'Affoltern im Emmental selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;951;Gemeinde Affoltern im Emmental;Affoltern im Emmental;245;Verwaltungskreis Emmental;10951;Total Gemeinde Affoltern im Emmental nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;20;4;1;1;franz. Bezeichnungen:;Commune d'Affoltern im Emmental;Affoltern im Emmental;Arrondissement administratif Emmental;Total commune d'Affoltern im Emmental selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;951;Gemeinde Affoltern im Emmental;Affoltern im Emmental;245;Verwaltungskreis Emmental;10951;Total Gemeinde Affoltern im Emmental nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;59;31;4;3;franz. Bezeichnungen:;Commune d'Affoltern im Emmental;Affoltern im Emmental;Arrondissement administratif Emmental;Total commune d'Affoltern im Emmental selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;951;Gemeinde Affoltern im Emmental;Affoltern im Emmental;245;Verwaltungskreis Emmental;10951;Total Gemeinde Affoltern im Emmental nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;13;6;0;0;franz. Bezeichnungen:;Commune d'Affoltern im Emmental;Affoltern im Emmental;Arrondissement administratif Emmental;Total commune d'Affoltern im Emmental selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;951;Gemeinde Affoltern im Emmental;Affoltern im Emmental;245;Verwaltungskreis Emmental;517;Schule Affoltern i.E.;22;Öffentliche Schule;;-;10000;Total Schule;;-;92;41;5;4;franz. Bezeichnungen:;Commune d'Affoltern im Emmental;Affoltern im Emmental;Arrondissement administratif Emmental;Schule Affoltern i.E.;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;951;Gemeinde Affoltern im Emmental;Affoltern im Emmental;245;Verwaltungskreis Emmental;517;Schule Affoltern i.E.;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;20;4;1;1;franz. Bezeichnungen:;Commune d'Affoltern im Emmental;Affoltern im Emmental;Arrondissement administratif Emmental;Schule Affoltern i.E.;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;951;Gemeinde Affoltern im Emmental;Affoltern im Emmental;245;Verwaltungskreis Emmental;517;Schule Affoltern i.E.;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;59;31;4;3;franz. Bezeichnungen:;Commune d'Affoltern im Emmental;Affoltern im Emmental;Arrondissement administratif Emmental;Schule Affoltern i.E.;École publique;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;951;Gemeinde Affoltern im Emmental;Affoltern im Emmental;245;Verwaltungskreis Emmental;517;Schule Affoltern i.E.;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;13;6;0;0;franz. Bezeichnungen:;Commune d'Affoltern im Emmental;Affoltern im Emmental;Arrondissement administratif Emmental;Schule Affoltern i.E.;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
4;31;4;2012;2012/13;15.09.2012;402;Gemeinde Alchenstorf;Alchenstorf;245;Verwaltungskreis Emmental;10402;Total Gemeinde Alchenstorf nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;63;31;4;3;franz. Bezeichnungen:;Commune d'Alchenstorf;Alchenstorf;Arrondissement administratif Emmental;Total commune d'Alchenstorf selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;402;Gemeinde Alchenstorf;Alchenstorf;245;Verwaltungskreis Emmental;10402;Total Gemeinde Alchenstorf nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;23;10;2;2;franz. Bezeichnungen:;Commune d'Alchenstorf;Alchenstorf;Arrondissement administratif Emmental;Total commune d'Alchenstorf selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;402;Gemeinde Alchenstorf;Alchenstorf;245;Verwaltungskreis Emmental;10402;Total Gemeinde Alchenstorf nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;40;21;2;1;franz. Bezeichnungen:;Commune d'Alchenstorf;Alchenstorf;Arrondissement administratif Emmental;Total commune d'Alchenstorf selon degré d'enseignement;-;allemand;Degré primaire;-
2;41;2;2012;2012/13;15.09.2012;402;Gemeinde Alchenstorf;Alchenstorf;245;Verwaltungskreis Emmental;488;Primarschule Alchenstorf;22;Öffentliche Schule;;-;10000;Total Schule;;-;63;31;4;3;franz. Bezeichnungen:;Commune d'Alchenstorf;Alchenstorf;Arrondissement administratif Emmental;Primarschule Alchenstorf;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;402;Gemeinde Alchenstorf;Alchenstorf;245;Verwaltungskreis Emmental;488;Primarschule Alchenstorf;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;23;10;2;2;franz. Bezeichnungen:;Commune d'Alchenstorf;Alchenstorf;Arrondissement administratif Emmental;Primarschule Alchenstorf;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;402;Gemeinde Alchenstorf;Alchenstorf;245;Verwaltungskreis Emmental;488;Primarschule Alchenstorf;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;40;21;2;1;franz. Bezeichnungen:;Commune d'Alchenstorf;Alchenstorf;Arrondissement administratif Emmental;Primarschule Alchenstorf;École publique;allemand;Degré primaire;Classes régulières degré primaire
4;31;4;2012;2012/13;15.09.2012;630;Gemeinde Allmendingen;Allmendingen;246;Verwaltungskreis Bern-Mittelland;10630;Total Gemeinde Allmendingen nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;39;19;2;0;franz. Bezeichnungen:;Commune d'Allmendingen;Allmendingen;Arrondissement administratif Berne-Mittelland;Total commune d'Allmendingen selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;630;Gemeinde Allmendingen;Allmendingen;246;Verwaltungskreis Bern-Mittelland;10630;Total Gemeinde Allmendingen nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;12;6;0;0;franz. Bezeichnungen:;Commune d'Allmendingen;Allmendingen;Arrondissement administratif Berne-Mittelland;Total commune d'Allmendingen selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;630;Gemeinde Allmendingen;Allmendingen;246;Verwaltungskreis Bern-Mittelland;10630;Total Gemeinde Allmendingen nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;27;13;2;0;franz. Bezeichnungen:;Commune d'Allmendingen;Allmendingen;Arrondissement administratif Berne-Mittelland;Total commune d'Allmendingen selon degré d'enseignement;-;allemand;Degré primaire;-
2;41;2;2012;2012/13;15.09.2012;630;Gemeinde Allmendingen;Allmendingen;246;Verwaltungskreis Bern-Mittelland;339;Primarschule Allmendingen;22;Öffentliche Schule;;-;10000;Total Schule;;-;39;19;2;0;franz. Bezeichnungen:;Commune d'Allmendingen;Allmendingen;Arrondissement administratif Berne-Mittelland;Primarschule Allmendingen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;630;Gemeinde Allmendingen;Allmendingen;246;Verwaltungskreis Bern-Mittelland;339;Primarschule Allmendingen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;12;6;0;0;franz. Bezeichnungen:;Commune d'Allmendingen;Allmendingen;Arrondissement administratif Berne-Mittelland;Primarschule Allmendingen;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;630;Gemeinde Allmendingen;Allmendingen;246;Verwaltungskreis Bern-Mittelland;339;Primarschule Allmendingen;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;27;13;2;0;franz. Bezeichnungen:;Commune d'Allmendingen;Allmendingen;Arrondissement administratif Berne-Mittelland;Primarschule Allmendingen;École publique;allemand;Degré primaire;Classes régulières degré primaire
4;31;4;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;10921;Total Gemeinde Amsoldingen nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;95;45;1;3;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Total commune d'Amsoldingen selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;10921;Total Gemeinde Amsoldingen nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;26;13;0;2;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Total commune d'Amsoldingen selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;10921;Total Gemeinde Amsoldingen nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;69;32;1;1;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Total commune d'Amsoldingen selon degré d'enseignement;-;allemand;Degré primaire;-
2;41;2;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;186;Schulhaus Amsoldingen;22;Öffentliche Schule;;-;10000;Total Schule;;-;51;27;1;3;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Schulhaus Amsoldingen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;186;Schulhaus Amsoldingen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;14;7;0;2;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Schulhaus Amsoldingen;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;186;Schulhaus Amsoldingen;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;37;20;1;1;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Schulhaus Amsoldingen;École publique;allemand;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;2810;Schulhaus Höfen;22;Öffentliche Schule;;-;10000;Total Schule;;-;44;18;0;0;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Schulhaus Höfen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;2810;Schulhaus Höfen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;12;6;0;0;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Schulhaus Höfen;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;921;Gemeinde Amsoldingen;Amsoldingen;247;Verwaltungskreis Thun;2810;Schulhaus Höfen;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;32;12;0;0;franz. Bezeichnungen:;Commune d'Amsoldingen;Amsoldingen;Arrondissement administratif Thoune;Schulhaus Höfen;École publique;allemand;Degré primaire;Classes régulières degré primaire
4;31;4;2012;2012/13;15.09.2012;381;Gemeinde Arch;Arch;243;Verwaltungskreis Seeland;10381;Total Gemeinde Arch nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;224;116;13;17;franz. Bezeichnungen:;Commune d'Arch;Arch;Arrondissement administratif Seeland;Total commune d'Arch selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;381;Gemeinde Arch;Arch;243;Verwaltungskreis Seeland;10381;Total Gemeinde Arch nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;32;15;2;6;franz. Bezeichnungen:;Commune d'Arch;Arch;Arrondissement administratif Seeland;Total commune d'Arch selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;381;Gemeinde Arch;Arch;243;Verwaltungskreis Seeland;10381;Total Gemeinde Arch nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;103;54;7;7;franz. Bezeichnungen:;Commune d'Arch;Arch;Arrondissement administratif Seeland;Total commune d'Arch selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;381;Gemeinde Arch;Arch;243;Verwaltungskreis Seeland;10381;Total Gemeinde Arch nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;89;47;4;4;franz. Bezeichnungen:;Commune d'Arch;Arch;Arrondissement administratif Seeland;Total commune d'Arch selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;381;Gemeinde Arch;Arch;243;Verwaltungskreis Seeland;962;Kindergarten Arch;22;Öffentliche Schule;;-;10000;Total Schule;;-;32;15;2;6;franz. Bezeichnungen:;Commune d'Arch;Arch;Arrondissement administratif Seeland;Kindergarten Arch;École publique;-;Total école;-
